nombre,categoria,marca,codigo_barras,precio_venta,precio_costo,stock,stock_minimo
Caribsea South Seas Flatz,CaribSea,CaribSea,,400.0,244.0,0.0,0.0
Caribsea Fiji pink 18.1kg,CaribSea,CaribSea,0008479000521,1450.0,880.0,-4.0,0.0
Kit Dosing pump Chihiros 4 Canales,Chihiros,Chihiros,,5000.0,3404.0,2.0,0.0
SB 360 + Mueble,Simón Blanco,Simón Blanco,,20000.0,15640.0,0,0
SB 360,Simón Blanco,Simón Blanco,,13500.0,10753.0,0,0
SB 250,Simón Blanco,Simón Blanco,,11400.0,8883.0,0,0
SB 250 + Mueble,Simón Blanco,Simón Blanco,,16500.0,12835.0,0,0
SB 135 + Mueble,Simón Blanco,Simón Blanco,,11300.0,8797.0,0,0
SB 135,Simón Blanco,Simón Blanco,,7000.0,5440.0,0,0
SB 95 + Mueble,Simón Blanco,Simón Blanco,,8000.0,6375.0,0.0,0.0
SB Mini Península + Mueble,Simón Blanco,Simón Blanco,,8000.0,6375.0,0,0
SB 95,Simón Blanco,Simón Blanco,,4950.0,3825.0,0,0
SB 60,Simón Blanco,Simón Blanco,,3800.0,2975.0,0,0
SB 60  + Mueble,Simón Blanco,Simón Blanco,,7000.0,5525.0,0,0
SB 40 + Mueble,Simón Blanco,Simón Blanco,,6000.0,4675.0,0,0
SB-40,Simón Blanco,Simón Blanco,,3200.0,2338.0,1.0,0.0
Supercal LoD 3oz/85g,Repashy,Repashy,0643854996503,150.0,68.0,-8.0,0.0
Bug Burger 6oz/170g,Repashy,Repashy,643854900050,300.0,148.0,0.0,0.0
Supercal HyD 3oz/85g,Repashy,Repashy,0643854996404,150.0,68.0,7.0,0.0
Magnet scraper Large,Bubble magus,Bubble magus,,2400.0,500.0,0.0,0.0
Magnet scraper medium,Bubble magus,Bubble magus,,1200.0,500.0,-1.0,0.0
Pangea GD With Insects 8oz/228g,Pangea,Pangea,0854732004399,540.0,265.0,-7.0,5.0
Pangea GD With Watermelon 8oz/228g,Pangea,Pangea,0854732004108,540.0,265.0,1.0,0.0
Pangea GD Papaya 8oz/228g,Pangea,Pangea,0854732004146,540.0,265.0,13.0,0.0
Pangea GD Apricot 8oz/225g,Pangea,Pangea,0854732004139,540.0,265.0,21.0,5.0
Pangea GD Growth & Breeding 2oz/56g,Pangea,Pangea,0854732004627,310.0,150.0,-1.0,0.0
Pangea GD With Insects 2oz/56g,Pangea,Pangea,0854732004382,275.0,135.0,-10.0,0.0
Pangea GD With Watermelon 2oz/56g,Pangea,Pangea,0854732004252,275.0,135.0,-5.0,0.0
Pangea GD Papaya 2oz/56g,Pangea,Pangea,0854732004269,275.0,135.0,-3.0,10.0
Pangea GT Fruit Mix 2oz/56g,Pangea,Pangea,0854732004290,230.0,115.0,-4.0,10.0
Pangea GD Apricot 2oz/56g,Pangea,Pangea,0854732004191,275.0,135.0,-3.0,5.0
Pangea GD Fig & Insects 2oz/56g,Pangea,Pangea,0854732004931,275.0,135.0,-8.0,10.0
Magnetic light + base + glass pot,Chihiros,Chihiros,,2600.0,1860.0,0.0,0.0
Tiny terrarium egg chihiros,Chihiros,Chihiros,,1600.0,1346.0,4.0,0.0
Terrario horizontal vidrio 40x80x45,Mayas,Mayas,,2600.0,1650.0,-3.0,0.0
Terrario vertical vidrio 70x40x40,Mayas,Mayas,,2400.0,1650.0,-4.0,0.0
Terrario acrilico closet (20x10x10cm),Only Reptile,Only Reptile,,350.0,1000.0,-28.0,0.0
Terrario acrilico cubo (15x15x15cm),Only Reptile,Only Reptile,,400.0,1000.0,0,0
Nano Tank Bala 13L SA-3678,General,,,1850.0,1360.0,3.0,0.0
WRGB hanging rope kits slim,Chihiros,Chihiros,,460.0,320.0,1.0,0.0
WRGB hanging rope kits pro,Chihiros,Chihiros,,480.0,320.0,0.0,1.0
Bomba de retorno DCP 10000,Jebao,Jebao,,3200.0,2086.0,3.0,0.0
Bomba de retorno DCP 6500,Jebao,Jebao,,2300.0,1650.0,-1.0,0.0
Fito 250ml Fitomix,FitoMix,FitoMix,,90.0,50.0,0,0
Bomba de retorno DCP 3500,Jebao,Jebao,,1800.0,1195.0,1.0,0.0
Generador de olas SCP50,Jebao,Jebao,,1300.0,900.0,0.0,0.0
EarthPro-A 350g,Arcadia,Arcadia,,680.0,571.0,0.0,0.0
Reef fusion 1 1l,Seachem,Seachem,0000116120708,465.0,310.0,2.0,0.0
Clarity 500ml,Seachem,Seachem,0000116014304,500.0,355.0,-3.0,0.0
Carbon plus 500ml,AZOO,AZOO,,375.0,250.0,1.0,0.0
Cama natural 2.5kg,General,,,120.0,85.0,2.0,0.0
Tortugueta vegetal 120g,Petmmal,Petmmal,,35.0,26.0,1.0,0.0
Bacter amazonia 1l,Lab Reef,Lab Reef,,1150.0,700.0,-1.0,0.0
Bacter amazonia 500ml,Lab Reef,Lab Reef,,700.0,400.0,2.0,0.0
Tropic Marine Pro Reef salt 4kg,Tropic Marine,Tropic Marine,0619106105245,400.0,285.0,23.0,0.0
Fito Ciano 500ml Fitomix,FitoMix,FitoMix,,160.0,90.0,0,0
Sistema de lluvia silencioso,Sistema de Lluvia,Sistema de Lluvia,,1600.0,750.0,-6.0,0.0
Advanced Soil Plants 3L,Help,Help,4560191492351,380.0,235.0,-69.0,0.0
Tropic Marine Classic Sea salt 4kg,Tropic Marine,Tropic Marine,0619106101247,380.0,288.0,-2.0,0.0
Tropic Marine Synbiotic sea salt 4kg,Tropic Marine,Tropic Marine,0619106104040,485.0,370.0,8.0,0.0
Tropic Marine Bioactif 4kg,Tropic Marine,Tropic Marine,0619106103043,430.0,317.0,1.0,0.0
Termómetro Resun,Resun,Resun,6933163307713,25.0,16.0,-1.0,0.0
Carga co2,Genérico,Genérico,,300.0,300.0,0,0
Chihiros Wifi Hub,Chihiros,Chihiros,,620.0,440.0,1.0,0.0
Supercal MeD 3oz/85g,Repashy,Repashy,0643854996602,150.0,68.0,1.0,0.0
Bug Burger 3oz/85g,Repashy,Repashy,643854995407,200.0,90.0,14.0,0.0
Mulberry madness 6oz/170g,Repashy,Repashy,0643854999214,350.0,205.0,11.0,0.0
Grassland Grazer 6oz/170g,Repashy,Repashy,0643854902801,350.0,205.0,10.0,0.0
Axolotl sticks 135g,Tropical,Tropical,5900469116142,130.0,100.0,126.0,0.0
Magical,Genérico,Genérico,,250.0,42.0,64.0,0.0
Reactor PR100,Coral Box,Coral Box,,2300.0,1620.0,1.0,0.0
Reactor alga Chaeto 400l,Coral Box,Coral Box,,6850.0,4860.0,1.0,0.0
Skimmer DSCQ-90,RedStarfish,RedStarfish,,2250.0,1580.0,0.0,0.0
Bomba de retorno DCP 15000M,Jebao,Jebao,,5100.0,3600.0,0.0,0.0
Ajolote Golden Mediano,Fauna,Fauna,,850.0,400.0,0.0,0.0
Gusano de la ceda - Envase de 250ml,Alimento vivo,Alimento vivo,,30.0,15.0,0.0,0.0
Hornworm - Gusano azul,Alimento vivo,Alimento vivo,,250.0,140.0,0.0,0.0
Brazo prime rigido,Aqua Illumination,Aqua Illumination,,1200.0,577.0,-2.0,0.0
Shade CII,Chihiros,Chihiros,,480.0,260.0,1.0,0.0
Skimmer Red devil streamline DSL-850,RED DEVIL,RED DEVIL,9580527100212,6000.0,3970.0,1.0,0.0
All For Reef Pulver 800gr,Tropic Marine,Tropic Marine,0619106267523,650.0,498.0,-65.0,2.0
Elimi-phos Rapid 500ml,Tropic Marine,Tropic Marine,0619106253540,330.0,244.0,-11.0,0.0
Phos start 75g,Tropic Marine,Tropic Marine,0619106244623,360.0,274.0,7.0,0.0
Superfly 105oz/3kg,Repashy,Repashy,0643854995131,1400.0,775.0,-6.0,0.0
Beardie Buffet 6oz/170g,Repashy,Repashy,0643854999344,350.0,304.0,13.0,0.0
Musgo Sphagnum 12L,Planta,Planta,,400.0,160.0,-21.0,0.0
Isfly 1000g,Culivos,Culivos,,1200.0,800.0,0.0,0.0
Isfly 500g,Culivos,Culivos,,600.0,400.0,0.0,0.0
Corcho General,Planta,Planta,,100.0,100.0,0.0,0.0
Corcho Placa 30X30cm,Planta,Planta,,350.0,350.0,0.0,0.0
Corcho Placa 30x90cm,Planta,Planta,,950.0,950.0,0.0,0.0
Plantas,Planta,Planta,,150.0,150.0,0.0,0.0
Pogona Ch,Fauna,Fauna,,1600.0,3500.0,0.0,0.0
Ajolote leucistico,Fauna,Fauna,,380.0,200.0,0.0,0.0
Gecko de Día G,Fauna,Fauna,,3500.0,1000.0,0.0,0.0
Gecko Leopardo,Fauna,Fauna,,1200.0,800.0,0.0,0.0
Camaleon Pantera,Fauna,Fauna,,8000.0,8000.0,0.0,0.0
Camaleon Jackson cría,Fauna,Fauna,,1800.0,1400.0,0.0,0.0
Camaleon de Jackson M,Fauna,Fauna,,3500.0,3500.0,0.0,0.0
Camaleon de velo M G,Fauna,Fauna,,4000.0,3500.0,0.0,0.0
Camaleon casco,Fauna,Fauna,,2000.0,1800.0,0.0,0.0
Camaleon velo CH,Fauna,Fauna,,1200.0,500.0,0.0,0.0
Arcilla expandida,Only Reptile,Only Reptile,,80.0,80.0,0.0,0.0
Terrario acrilico grande (40x30x30cm),Only Reptile,Only Reptile,,1800.0,2000.0,0.0,0.0
Terrario acrilico chico (20x20x30 cm),Only Reptile,Only Reptile,,800.0,600.0,-14.0,0.0
Termohigrometro cuadro - Xiaomi,Xiaomi,Xiaomi,6934177714139,160.0,100.0,-4.0,0.0
Treatment Cal 60g,Terraria,Terraria,7503035326020,200.0,110.0,-1.0,0.0
Meat Booster 60g,Terraria,Terraria,7503035326105,200.0,110.0,7.0,0.0
Lizard Insectivore Pie 60g,Terraria,Terraria,7500464437747,200.0,110.0,-4.0,0.0
Insect Booster 60g,Terraria,Terraria,7503035326099,200.0,110.0,-6.0,0.0
Herbivore Salad Power 60g,Terraria,Terraria,7500464437723,200.0,110.0,1.0,0.0
Gecko Fruit Mix Tasty Pineapple 60g,Terraria,Terraria,7503035326037,200.0,110.0,-1.0,0.0
Gecko Fruit Mix Tasty Mango 60g,Terraria,Terraria,7500464437761,200.0,110.0,-15.0,0.0
Fruit Booster 60g,Terraria,Terraria,,200.0,110.0,-4.0,0.0
Fiber Booster 60g,Terraria,Terraria,,200.0,110.0,-10.0,0.0
Feeder Gut Load 60g,Terraria,Terraria,7500464437730,200.0,110.0,4.0,0.0
Calcium Pro 60g,Terraria,Terraria,7500464437709,200.0,110.0,-11.0,0.0
Calcium Pollen 60g,Terraria,Terraria,7500464437716,200.0,110.0,-18.0,0.0
Calcium Mint & Pollen 60g,Terraria,Terraria,7503035326006,200.0,110.0,6.0,0.0
Calcium Gold 60g,Terraria,Terraria,7503035326082,200.0,110.0,-12.0,0.0
Calcium Basic 60g,Terraria,Terraria,7500464437754,200.0,110.0,-4.0,0.0
Calcium Anura 60g,Terraria,Terraria,7500464437792,200.0,110.0,-6.0,0.0
Portavaso 700ml - Mosca - Acrílico,Genérico,Genérico,,210.0,130.0,0.0,0.0
Portavaso 250ml - Grillo alfiler - Acrílico,Genérico,Genérico,,180.0,120.0,0.0,0.0
Portavaso 1L - Grillo - Acrílico,Genérico,Genérico,,250.0,140.0,0.0,0.0
Vitamin A Plus 3oz/85g,Repashy,Repashy,0643854997807,250.0,135.0,2.0,0.0
Veggie Burger 6oz/170g,Repashy,Repashy,0643854902900,350.0,205.0,1.0,0.0
Veggie Burger 3oz/85g,Repashy,Repashy,0643854903501,250.0,135.0,3.0,0.0
Veggie Burger 12oz/340g,Repashy,Repashy,0643854996695,500.0,359.0,0.0,0.0
Supervite 3oz/85g,Repashy,Repashy,643854997708,180.0,113.0,-8.0,0.0
Superveggie 6oz/170g,Repashy,Repashy,0643854900852,350.0,205.0,14.0,0.0
Superveggie 3oz/85g,Repashy,Repashy,0643854995209,250.0,135.0,29.0,0.0
Superveggie 12oz/340g,Repashy,Repashy,0643854996596,500.0,359.0,0.0,0.0
Superhatch 6oz/170g,Repashy,Repashy,0643854901002,100.0,68.0,1.0,0.0
Superhatch 5.5Lb/2.5kg,Repashy,Repashy,0643854996527,450.0,259.0,-1.0,0.0
Supercal NoD 3oz/85g,Repashy,Repashy,0643854996701,150.0,75.0,-62.0,0.0
Supercal NoD 17oz/500g,Repashy,Repashy,0643854906794,300.0,216.0,2.0,0.0
Supercal HyD 17.6oz/500g,Repashy,Repashy,0643854996312,300.0,215.0,0.0,0.0
Mulberry madness 3oz/85g,Repashy,Repashy,0643854999207,250.0,135.0,-11.0,0.0
Meat pie v2 (w/chicken) 6oz/170g,Repashy,Repashy,0643854900609,350.0,205.0,2.0,0.0
Meat pie v2 (w/chicken) 3oz/85g,Repashy,Repashy,0643854997906,250.0,135.0,15.0,0.0
Meat pie v2 (w/chicken) 12oz/340g,Repashy,Repashy,0643854995988,590.0,350.0,0.0,0.0
Mango superblend 12oz/340g,Repashy,Repashy,0643854995520,500.0,359.0,1.0,0.0
Grubs 'n' fruits 3oz/85g,Repashy,Repashy,0643854902702,260.0,145.0,10.0,0.0
Grub pie 6oz/175g,Repashy,Repashy,0643854996886,350.0,205.0,19.0,0.0
Grub pie 3oz/85g,Repashy,Repashy,0643854996879,250.0,135.0,22.0,0.0
Grub pie 12oz/340g,Repashy,Repashy,0643854996893,500.0,359.0,0.0,0.0
Grassland Grazer 3oz/85g,Repashy,Repashy,0643854903204,250.0,135.0,27.0,0.0
Grassland Grazer 12oz/340g,Repashy,Repashy,0643854995841,500.0,359.0,0.0,0.0
Formic-Cal Plus 3oz/85g,Repashy,Repashy,0643854996909,250.0,135.0,0.0,0.0
Crested Gecko MRP 3oz/85g,Repashy,Repashy,0643854905100,250.0,136.0,21.0,0.0
Crested gecko Classic 6oz/170g,Repashy,Repashy,0643854902306,350.0,204.0,10.0,0.0
Chicken Pot Pie 3oz/85g,Repashy,Repashy,643854999290,250.0,135.0,1.0,0.0
Chicken pot pie 12oz/340g,Repashy,Repashy,0643854999429,500.0,340.0,0.0,0.0
Cherry boom 12oz/340g,Repashy,Repashy,0643854999504,500.0,359.0,1.0,0.0
Calcium plus LoD 3oz/85g,Repashy,Repashy,0643854902108,250.0,130.0,-23.0,0.0
Calcium plus 6oz/170g,Repashy,Repashy,0643854900302,350.0,195.0,-6.0,0.0
Calcium Plus 3oz/85g,Repashy,Repashy,0643854995308,250.0,130.0,-117.0,0.0
Calcium plus 105oz/3kg,Repashy,Repashy,0643854995230,2400.0,1460.0,-1.0,0.0
Calcium plus 17.6oz/500g,Repashy,Repashy,0643854995148,600.0,367.0,2.0,0.0
Bug Burger 12oz/340g,Repashy,Repashy,,400.0,220.0,0.0,0.0
Bluey Buffet 3oz/85g,Repashy,Repashy,0643854997081,250.0,135.0,0.0,0.0
Beardie Buffet 3oz/85g,Repashy,Repashy,0643854999306,250.0,135.0,25.0,0.0
Banana Cream Pie 6oz/170g,Repashy,Repashy,0643854997197,380.0,205.0,14.0,0.0
Banana Cream Pie 12oz/340g,Repashy,Repashy,0643854999009,600.0,359.0,0.0,0.0
Termohigrometro circulo - Xiaomi,Qingping,Qingping,6974046710305,350.0,185.0,25.0,0.0
Tierra negra granel - Litro,Only Reptile,Only Reptile,,15.0,5.0,0.0,0.0
Tezontle granel - Litro,Only Reptile,Only Reptile,,35.0,4.0,0.0,0.0
Vermiculita 500g,Petmmal,Petmmal,,130.0,91.0,-4.0,0.0
Revipet 50g,Petmmal,Petmmal,,100.0,53.0,0.0,0.0
Recalpet 50g,Petmmal,Petmmal,,70.0,38.0,0.0,0.0
Ratón sub-adulto,Petmmal,Petmmal,,22.0,19.0,-1.0,0.0
Ratón pelusa (fuzzy) congelado,Petmmal,Petmmal,,19.0,17.0,-10.0,0.0
Ratón neonato (pinky) congelado,Petmmal,Petmmal,,19.0,17.0,0.0,0.0
Ratón adulto,Petmmal,Petmmal,,31.0,27.0,0.0,0.0
Placa Térmica 8x26cm,Petmmal,Petmmal,7502217850810,280.0,148.0,-10.0,0.0
Placa Térmica 8x14cm,Petmmal,Petmmal,7502217851756,250.0,180.0,-16.0,0.0
Placa Térmica 36x26cm,Petmmal,Petmmal,7502217850834,380.0,207.0,-31.0,0.0
Placa Térmica 36x14,Petmmal,Petmmal,7502217851770,350.0,177.0,-18.0,0.0
Placa Térmica 18x26cm,Petmmal,Petmmal,7502217850827,290.0,186.0,-29.0,0.0
Placa Térmica 18x14,Petmmal,Petmmal,7502217851763,270.0,190.0,-26.0,0.0
Peat-moss 700g,Petmmal,Petmmal,,60.0,34.0,-128.0,0.0
Mezcla especial para tarantulas y otros aracnidos,Petmmal,Petmmal,,80.0,54.0,-58.0,0.0
Hojarasca 200g,Petmmal,Petmmal,,60.0,20.0,-75.0,0.0
Fibra de coco mixta 600g,Petmmal,Petmmal,,60.0,30.0,-107.0,0.0
Corteza de arbol mediana 1kg,Petmmal,Petmmal,,60.0,30.0,-46.0,0.0
Corteza de arbol grande 1kg,Petmmal,Petmmal,,60.0,30.0,-14.0,0.0
Corteza de arbol fina 1kg,Petmmal,Petmmal,,60.0,30.0,-18.0,0.0
Corteza de arbol extra fina 1kg,Petmmal,Petmmal,,60.0,30.0,-13.0,0.0
Campana 21cm - Portalamparas para iluminación y calefacción,Petmmal,Petmmal,7502217852609,400.0,243.0,-8.0,0.0
Campana 16cm - Portalamparas para iluminación y calefacción,Petmmal,Petmmal,7502217852364,350.0,238.0,-32.0,0.0
Campana 10cm - Portalamparas para iluminación y calefacción,Petmmal,Petmmal,7502217852289,300.0,201.0,-41.0,0.0
Cama Natural 5kg,Petmmal,Petmmal,,192.0,150.0,0.0,0.0
Agrolita 500g,Petmmal,Petmmal,,55.0,27.0,0.0,0.0
Monkey pod,Pangea,Pangea,,250.0,80.0,0.0,0.0
Dark nut pod,Pangea,Pangea,,250.0,60.0,0.0,0.0
Mayan Pod,Pangea,Pangea,,400.0,120.0,0.0,0.0
Sustrato para plantas granel - Litro,Only Reptile,Only Reptile,,35.0,13.0,0.0,0.0
Mosca de la fruta,Alimento vivo,Alimento vivo,,100.0,50.0,0.0,0.0
Micro grillo,Alimento vivo,Alimento vivo,,30.0,18.0,0.0,0.0
Grillo cabeza de clavo,Alimento vivo,Alimento vivo,,30.0,18.0,0.0,0.0
Grillo cabeza de alfiler,Alimento vivo,Alimento vivo,,30.0,18.0,0.0,0.0
Grillo,Alimento vivo,Alimento vivo,,30.0,18.0,0.0,0.0
Cucaracha Lobster,Alimento vivo,Alimento vivo,,40.0,20.0,0.0,0.0
Colembolo Grande,Alimento vivo,Alimento vivo,,80.0,10.0,0.0,0.0
UV Sensor,Nomoy Pet Reptile,Nomoy Pet Reptile,,75.0,50.0,0.0,0.0
Pinzas de plástico,Nomoy Pet Reptile,Nomoy Pet Reptile,,100.0,60.0,0.0,0.0
Hanging Food Bowl grande,Nomoy Pet Reptile,Nomoy Pet Reptile,,150.0,80.0,0.0,0.0
Hanging Food Bowl chico,Nomoy Pet Reptile,Nomoy Pet Reptile,,130.0,70.0,0.0,0.0
MistKing Starter,MistKing,MistKing,0810642000593,4700.0,4700.0,0.0,0.0
Tucán - ZuLiFe Soft bill diet 550g,Mazuri,Mazuri,7503013897283,360.0,273.0,0.0,0.0
Tortuga terrestre - Tortoise diet 600g,Mazuri,Mazuri,7503013897245,270.0,204.0,0.0,0.0
Tortuga acuatica 450g,Mazuri,Mazuri,7503013897238,270.0,208.0,0.0,0.0
Roedor - Rodent diet 650g,Mazuri,Mazuri,,110.0,86.0,0.0,0.0
Pogona - Insectivore diet 500g,Mazuri,Mazuri,,210.0,150.0,0.0,0.0
Pequeños reptiles - Small Herbivorous Reptile LS diet 450g,Mazuri,Mazuri,7503013897276,160.0,120.0,0.0,0.0
Iguana diet 450g,Mazuri,Mazuri,01449266,170.0,130.0,0.0,0.0
Hurón - Ferret diet 1kg,Mazuri,Mazuri,7503013897016,350.0,270.0,0.0,0.0
Erizo - Hedgehog diet 950g,Mazuri,Mazuri,7503013897306,340.0,263.0,0.0,0.0
Cuyo Ginea Pig Diet 1.3kg,Mazuri,Mazuri,7503013897207,200.0,150.0,0.0,0.0
Conejo - Rabbit diet 1.3kg,Mazuri,Mazuri,7503013897313,175.0,133.0,0.0,0.0
Cocodrilo - Cocodrillian diet 900g,Mazuri,Mazuri,7503013897368,280.0,199.0,-1.0,0.0
Chinchilla diet 1.3kg,Mazuri,Mazuri,7503013897351,210.0,160.0,0.0,0.0
Aves pequeñas - Small bird diet 350g,Mazuri,Mazuri,7503013897269,135.0,100.0,0.0,0.0
Aves grandes - Large bird diet 650g,Mazuri,Mazuri,7503013897252,220.0,165.0,0.0,0.0
Terrario vertical vidrio 80x40x40,Mayas,Mayas,,2600.0,1650.0,-8.0,0.0
Terrario vertical vidrio 60x40x40,Mayas,Mayas,,2400.0,1650.0,-1.0,0.0
Terrario cubo vidrio 40x40x40,Mayas,Mayas,,2200.0,1550.0,0.0,0.0
Terrario horizontal vidrio 35x60x35,Mayas,Mayas,,2400.0,1650.0,4.0,0.0
Peat-moss granel,Hydro enviroment,Hydro enviroment,,20.0,4.0,0.0,0.0
Fibra de coco 50-50 granel - Litro,Hydro enviroment,Hydro enviroment,,15.0,1.5,0.0,0.0
Agrolita granel - Litro,Hydro enviroment,Hydro enviroment,,15.0,5.15,0.0,0.0
Termohigrómetro con sonda,Genérico,Genérico,,180.0,81.0,3.0,0.0
Smart Socket,Genérico,Genérico,9888010000001,250.0,160.0,8.0,0.0
Pinzas curvas,Genérico,Genérico,,150.0,25.0,-26.0,0.0
Manguera para sistema de llluvia,Sistema de Lluvia,Sistema de Lluvia,,25.0,25.0,0.0,0.0
Incubadora,Only Reptile,Only Reptile,,250.0,120.0,2.0,0.0
Humidificadores,Sistema de Lluvia,Sistema de Lluvia,,380.0,250.0,17.0,0.0
Humidificador Grande,Genérico,Genérico,,1500.0,819.0,0.0,0.0
Gancho herpetológico Gde,Only Reptile,Only Reptile,,270.0,130.0,4.0,0.0
Fuente/Bebedero para reptiles,Only Reptile,Only Reptile,6975444400089,900.0,550.0,1.0,0.0
Comedero con ventosa,Only Reptile,Only Reptile,,150.0,70.0,0.0,0.0
Comedero con imán,Only Reptile,Only Reptile,,300.0,190.0,0.0,0.0
Boquilla una salida,Sistema de Lluvia,Sistema de Lluvia,,140.0,55.0,-10.0,0.0
Boquilla dos salidas,Sistema de Lluvia,Sistema de Lluvia,,200.0,80.0,-12.0,0.0
Boquilla 4 salidas,Sistema de Lluvia,Sistema de Lluvia,,350.0,125.0,4.0,0.0
Boquilla 3 salidas,Sistema de Lluvia,Sistema de Lluvia,,280.0,100.0,0.0,0.0
Bomba/eliminador sistema de lluvia,Sistema de Lluvia,Sistema de Lluvia,,1500.0,700.0,0.0,0.0
Tree Moss,Exotic's,Exotic's,,60.0,44.08,0.0,0.0
Ceramic Hot 100w,Exotic's,Exotic's,,330.0,252.88,-1.0,0.0
Ceramic Hot 75w,Exotic's,Exotic's,,308.0,230.84,0.0,0.0
Ceramic Hot 50w,Exotic's,Exotic's,,286.0,208.8,0.0,0.0
Daylight Basking Spot 50w,Exoterra,Exoterra,0015561221313,150.0,119.0,-32.0,0.0
Daylight Basking Spot 100w,Exoterra,Exoterra,0015561221337,190.0,159.0,-46.0,0.0
Reptile UVB 150 26W,Exoterra,Exoterra,0015561221894,420.0,339.0,-25.0,0.0
Reptile UVB 150 13W,Exoterra,Exoterra,0015561221887,380.0,317.0,5.0,0.0
Reptile UVB 100 26w,Exoterra,Exoterra,0015561221870,420.0,285.0,-79.0,0.0
Reptile UVB 100 13w,Exoterra,Exoterra,0015561221863,380.0,255.0,-55.0,0.0
Night Heat Lamp 75w,Exoterra,Exoterra,0015561221306,100.0,80.0,-33.0,0.0
Night Heat Lamp 50w,Exoterra,Exoterra,0015561221269,100.0,84.0,107.0,0.0
Night Heat Lamp 40w,Exoterra,Exoterra,0015561221245,100.0,84.0,102.0,0.0
Night Heat Lamp 25w,Exoterra,Exoterra,0015561221221,100.0,84.0,1.0,0.0
Night Heat Lamp 15w,Exoterra,Exoterra,0015561221207,100.0,84.0,3.0,0.0
Natural Light 26w,Exoterra,Exoterra,0015561221917,420.0,271.2,10.0,0.0
Natural Light 13w,Exoterra,Exoterra,0015561221900,380.0,253.6,-2.0,0.0
Intense Basking Spot 75w,Exoterra,Exoterra,,100.0,77.0,-1.0,0.0
Intense Basking Spot 50w,Exoterra,Exoterra,,90.0,77.0,-25.0,0.0
Intense Basking Spot 100w,Exoterra,Exoterra,,120.0,102.0,-5.0,0.0
Infrared Basking Spot 75w,Exoterra,Exoterra,0015561221429,190.0,126.0,-14.0,0.0
Infrared Basking Spot 50w,Exoterra,Exoterra,0015561221412,180.0,126.0,-19.0,0.0
Infrared Basking Spot 100w,Exoterra,Exoterra,0015561221443,200.0,128.0,1.0,0.0
DayTime Heat Lamp 40W,Exoterra,Exoterra,0015561221047,130.0,74.0,0.0,0.0
DayTime Heat Lamp 15w,Exoterra,Exoterra,0015561221009,110.0,74.0,1.0,0.0
DayTime Heat Lamp 150w,Exoterra,Exoterra,0015561221146,160.0,85.0,1.0,0.0
DayTime Heat Lamp 100w,Exoterra,Exoterra,0015561221122,150.0,85.0,5.0,0.0
Daylight Basking Spot 75w,Exoterra,Exoterra,0015561221320,170.0,89.0,16.0,0.0
Guata planchada 50x50,Dymax,Dymax,,40.0,25.0,0.0,0.0
UVB + UVA 75w,Boshi,Boshi,,140.0,60.0,0.0,0.0
UVB + UVA 50w,Boshi,Boshi,,120.0,50.0,0.0,0.0
UVB + UVA 25w,Boshi,Boshi,,100.0,45.0,6.0,0.0
Pez,Fauna,Fauna,,35.0,35.0,0,0
Formula two pellets S 400g,Ocean nutrition,Ocean nutrition,098731092449,600.0,381.0,1.0,0.0
Lentes para Corales,Reefers,Reefers,,400.0,115.0,8.0,0.0
WRGB2 30 cm,Chihiros,Chihiros,,3600.0,2658.0,0.0,0.0
WRGB2 45 cm,Chihiros,Chihiros,,3900.0,2192.0,0.0,0.0
WRGB2 60 cm,Chihiros,Chihiros,,6500.0,4900.0,1.0,0.0
WRGB2 90cm,Chihiros,Chihiros,,7400.0,5472.0,-3.0,0.0
WRGB2 120cm,Chihiros,Chihiros,,9600.0,7064.0,0.0,0.0
BRS Super Glue 10oz - Gel Extra Thick,Bulk Reef Suply,Bulk Reef Suply,850000695016,999.0,586.0,-6.0,0.0
SeaVeggies Red 30g,Two Little Fishies,Two Little Fishies,748172503027,280.0,180.0,-3.0,0.0
SeaVeggies Green 30g,Two Little Fishies,Two Little Fishies,,280.0,175.0,3.0,0.0
Prime Freshwater 16HD,Aqua Illumination,Aqua Illumination,,4000.0,3000.0,0.0,0.0
Válvula CO2,ZRDR,ZRDR,,1300.0,1000.0,0.0,0.0
Costalito Purigen,ZooMania,ZooMania,,25.0,15.0,7.0,0.0
Rebosadero acrílico M,Zar del LED,Zar del LED,,300.0,110.0,-7.0,0.0
Rebosadero acrílico G,Zar del LED,Zar del LED,,500.0,150.0,-4.0,0.0
TDS Xiaomi,Xiaomi,Xiaomi,,350.0,215.0,11.0,0.0
Vinil negro por metro,Vinil,Vinil,,80.0,30.0,0.0,0.0
New vision mini 68g,V2O foods,V2O foods,812261024165,300.0,230.0,1.0,0.0
Vibrant 8oz,Underwater,Underwater,691852737017,650.0,450.0,-1.0,0.0
Vibrant 16oz,Underwater,Underwater,691852737048,1200.0,860.0,1.0,0.0
Purge 16oz,Underwater,Underwater,703856875470,1300.0,1080.0,2.0,0.0
Regulador co2 pro,UNS,UNS,0851302008955,5250.0,3675.0,1.0,0.0
Liquid iron 500 ml,UNS,UNS,,490.0,175.0,5.0,0.0
Magnetic VeggieMag,Two Little Fishies,Two Little Fishies,748172507209,550.0,295.0,1.0,0.0
TLF Roca stax granel,Two Little Fishies,Two Little Fishies,,300.0,180.0,0.0,0.0
